Credits,Player Type,Player Name,Team_x,Unnamed: 0,MatchID,Stadium,Runs,FBalls,Dismissals,StrikeRate,Economy,Runs Conceded,Balls Bowled,Wickets,Catches,Stumpings,RunOuts,Extras,Fours,Sixes,Overs,Maidens,Score
8.0,ALL,Ravindra Jadeja,IND,75990,3233.0,Western Australia Cricket Association Ground,0,0,0,0.0,4.1,41,60,1,0,0,0,0,0,0,10,0,28
8.0,ALL,Ravindra Jadeja,IND,76064,3237.0,Adelaide Oval,12,8,1,150.0,0.0,0,0,0,0,0,0,0,0,0,0,0,12
8.0,ALL,Ravindra Jadeja,IND,76068,3237.0,Adelaide Oval,0,0,0,0.0,4.918032786885246,50,61,0,0,0,0,2,0,0,10,0,3
8.0,ALL,Ravindra Jadeja,IND,76082,3237.0,Adelaide Oval,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,5
8.0,ALL,Ravindra Jadeja,IND,76104,3239.0,Adelaide Oval,3,10,1,30.0,0.0,0,0,0,0,0,0,0,0,0,0,0,-3
8.0,ALL,Ravindra Jadeja,IND,76112,3239.0,Adelaide Oval,0,0,0,0.0,5.8,58,60,0,0,0,0,0,0,0,10,0,1
8.0,ALL,Ravindra Jadeja,IND,76177,3244.0,"Brisbane Cricket Ground, Woolloongabba",14,36,1,38.88888888888889,0.0,0,0,0,0,0,0,0,1,0,0,0,9
8.0,ALL,Ravindra Jadeja,IND,76215,3246.0,"Brisbane Cricket Ground, Woolloongabba",13,22,1,59.09090909090909,0.0,0,0,0,0,0,0,0,1,0,0,0,10
8.0,ALL,Ravindra Jadeja,IND,76224,3246.0,"Brisbane Cricket Ground, Woolloongabba",0,0,0,0.0,4.327868852459017,44,61,0,0,0,0,2,0,0,10,0,3
8.0,ALL,Ravindra Jadeja,IND,76300,3250.0,Sydney Cricket Ground,4,17,1,23.52941176470588,0.0,0,0,0,0,0,0,0,1,0,0,0,-1
8.0,ALL,Ravindra Jadeja,IND,76309,3250.0,Sydney Cricket Ground,0,0,0,0.0,5.2,52,60,1,0,0,0,1,0,0,10,0,26
8.0,ALL,Ravindra Jadeja,IND,76324,3250.0,Sydney Cricket Ground,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,5
8.0,ALL,Ravindra Jadeja,IND,76344,3251.0,Bellerive Oval,0,0,0,0.0,4.888888888888888,44,54,1,0,0,0,1,0,0,9,0,28
8.0,ALL,Ravindra Jadeja,IND,76761,3199.0,"Rajiv Gandhi International Stadium, Uppal",11,22,1,50.0,0.0,0,0,0,0,0,0,0,1,2,0,0,12
8.0,ALL,Ravindra Jadeja,IND,76786,3199.0,"Rajiv Gandhi International Stadium, Uppal",0,0,0,0.0,4.857142857142858,34,42,3,0,0,0,0,0,0,7,0,82
8.0,ALL,Ravindra Jadeja,IND,76815,3201.0,Feroz Shah Kotla,0,0,0,0.0,5.302325581395349,38,43,1,0,0,0,1,0,0,7,0,26
8.0,ALL,Ravindra Jadeja,IND,76823,3201.0,Feroz Shah Kotla,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,5
8.0,ALL,Ravindra Jadeja,IND,76842,3205.0,"Punjab Cricket Association Stadium, Mohali",18,24,0,75.0,0.0,0,0,0,0,0,0,0,2,0,0,0,20
8.0,ALL,Ravindra Jadeja,IND,76848,3205.0,"Punjab Cricket Association Stadium, Mohali",0,0,0,0.0,5.125,41,48,1,0,0,0,0,0,0,8,0,26
8.0,ALL,Ravindra Jadeja,IND,76877,3207.0,Wankhede Stadium,0,0,0,0.0,4.5,45,60,2,0,0,0,4,0,0,10,0,53
8.0,ALL,Ravindra Jadeja,IND,76896,3210.0,Eden Gardens,13,21,1,61.90476190476191,0.0,0,0,0,0,0,0,0,2,0,0,0,13
8.0,ALL,Ravindra Jadeja,IND,76920,3210.0,Eden Gardens,0,0,0,0.0,4.625,37,48,4,0,0,0,4,0,0,8,0,115
8.0,ALL,Ravindra Jadeja,IND,78382,3259.0,Shere Bangla National Stadium,0,0,0,0.0,7.75,31,24,0,0,0,0,0,0,0,4,0,-3
8.0,ALL,Ravindra Jadeja,IND,78391,3259.0,Shere Bangla National Stadium,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,5
8.0,ALL,Ravindra Jadeja,IND,78439,3261.0,Shere Bangla National Stadium,4,2,0,200.0,0.0,0,0,0,0,0,0,0,0,0,0,0,4
8.0,ALL,Ravindra Jadeja,IND,78460,3261.0,Shere Bangla National Stadium,0,0,0,0.0,5.675675675675675,35,37,1,0,0,0,4,0,0,6,0,26
8.0,ALL,Ravindra Jadeja,IND,78465,3261.0,Shere Bangla National Stadium,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,5
8.0,ALL,Ravindra Jadeja,IND,78597,3217.0,Barabati Stadium,26,64,1,40.625,0.0,0,0,0,0,0,0,0,3,0,0,0,23
8.0,ALL,Ravindra Jadeja,IND,78606,3217.0,Barabati Stadium,0,0,0,0.0,4.3,43,60,1,0,0,0,1,0,0,10,0,28
8.0,ALL,Ravindra Jadeja,IND,78642,3219.0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,5,8,0,62.5,0.0,0,0,0,0,0,0,0,1,0,0,0,6
8.0,ALL,Ravindra Jadeja,IND,78646,3219.0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,0,0,0.0,4.444444444444445,40,54,2,0,0,0,1,0,0,9,0,53
8.0,ALL,Ravindra Jadeja,IND,78659,3219.0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,0,0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,13
8.0,ALL,Ravindra Jadeja,IND,78678,3221.0,"Sardar Patel Stadium, Motera",3,16,1,18.75,0.0,0,0,0,0,0,0,0,2,0,0,0,-1
8.0,ALL,Ravindra Jadeja,IND,78686,3221.0,"Sardar Patel Stadium, Motera",0,0,0,0.0,3.639344262295082,37,61,0,0,0,0,1,0,0,10,0,3
8.0,ALL,Ravindra Jadeja,IND,78698,3221.0,"Sardar Patel Stadium, Motera",0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,5
8.0,ALL,Ravindra Jadeja,IND,78705,3223.0,Holkar Cricket Stadium,10,10,1,100.0,0.0,0,0,0,0,0,0,0,0,0,0,0,10
8.0,ALL,Ravindra Jadeja,IND,78729,3223.0,Holkar Cricket Stadium,0,0,0,0.0,3.5,35,60,3,0,0,0,1,0,0,10,0,82
8.0,ALL,Ravindra Jadeja,IND,78772,3224.0,"MA Chidambaram Stadium, Chepauk",0,0,0,0.0,6.300000000000001,63,60,4,0,0,0,1,0,0,10,0,111
8.0,ALL,Ravindra Jadeja,IND,79893,3318.0,Saurashtra Cricket Association Stadium,7,10,1,70.0,0.0,0,0,0,0,0,0,0,0,0,0,0,7
8.0,ALL,Ravindra Jadeja,IND,79902,3318.0,Saurashtra Cricket Association Stadium,0,0,0,0.0,4.524590163934426,46,61,0,0,0,0,1,0,0,10,0,3
8.0,ALL,Ravindra Jadeja,IND,79923,3320.0,Nehru Stadium,17,37,0,45.94594594594595,0.0,0,0,0,0,0,0,0,8,2,0,0,23
8.0,ALL,Ravindra Jadeja,IND,79945,3320.0,Nehru Stadium,0,0,0,0.0,1.7142857142857142,12,42,2,0,0,0,0,0,0,7,0,53
8.0,ALL,Ravindra Jadeja,IND,79952,3320.0,Nehru Stadium,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,5
8.0,ALL,Ravindra Jadeja,IND,79972,3322.0,JSCA International Stadium Complex,0,0,0,0.0,3.0,19,38,3,0,0,0,0,0,0,6,0,82
8.0,ALL,Ravindra Jadeja,IND,79997,3327.0,"Punjab Cricket Association Stadium, Mohali",13,27,0,48.14814814814815,0.0,0,0,0,0,0,0,0,2,0,0,0,9
8.0,ALL,Ravindra Jadeja,IND,80002,3327.0,"Punjab Cricket Association Stadium, Mohali",0,0,0,0.0,4.1,41,60,3,0,0,0,2,0,0,10,0,82
8.0,ALL,Ravindra Jadeja,IND,80020,3329.0,Himachal Pradesh Cricket Association Stadium,23,66,1,34.84848484848485,0.0,0,0,0,0,0,0,0,1,2,0,0,22
8.0,ALL,Ravindra Jadeja,IND,80040,3329.0,Himachal Pradesh Cricket Association Stadium,0,0,0,0.0,3.4666666666666663,26,45,1,0,0,0,1,0,0,7,0,28
8.0,ALL,Ravindra Jadeja,IND,80045,3329.0,Himachal Pradesh Cricket Association Stadium,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,5
8.0,ALL,Ravindra Jadeja,IND,80376,3376.0,Sophia Gardens,0,0,0,0.0,3.3000000000000003,33,60,1,0,0,0,0,0,0,10,0,28
8.0,ALL,Ravindra Jadeja,IND,80396,3377.0,Edgbaston,13,25,0,52.0,0.0,0,0,0,0,0,0,0,2,2,0,0,15
8.0,ALL,Ravindra Jadeja,IND,80416,3377.0,Edgbaston,0,0,0,0.0,6.0,24,24,3,0,0,0,0,0,0,4,0,78
8.0,ALL,Ravindra Jadeja,IND,81320,3363.0,Sophia Gardens,13,29,0,44.82758620689656,0.0,0,0,0,0,0,0,0,7,1,0,0,16
8.0,ALL,Ravindra Jadeja,IND,81342,3363.0,Sophia Gardens,0,0,0,0.0,3.4444444444444446,31,54,2,0,0,0,0,0,0,9,0,53
8.0,ALL,Ravindra Jadeja,IND,81353,3363.0,Sophia Gardens,0,0,0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,13
8.0,ALL,Ravindra Jadeja,IND,81535,3368.0,Kennington Oval,0,0,0,0.0,4.0,40,60,5,0,0,0,4,0,0,10,0,156
8.0,ALL,Ravindra Jadeja,IND,81546,3368.0,Kennington Oval,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,5
8.0,ALL,Ravindra Jadeja,IND,81670,3372.0,Edgbaston,0,0,0,0.0,3.75,30,48,2,0,0,0,0,0,0,8,0,53
8.0,ALL,Ravindra Jadeja,IND,82245,3315.0,Eden Gardens,13,23,1,56.52173913043478,0.0,0,0,0,0,0,0,0,0,0,0,0,9
8.0,ALL,Ravindra Jadeja,IND,82254,3315.0,Eden Gardens,0,0,0,0.0,4.1,41,60,4,0,0,0,0,0,0,10,0,115
8.0,ALL,Ravindra Jadeja,IND,82274,3316.0,Feroz Shah Kotla,15,40,1,37.5,0.0,0,0,0,0,0,0,0,0,2,0,0,13
8.0,ALL,Ravindra Jadeja,IND,82298,3316.0,Feroz Shah Kotla,0,0,0,0.0,2.0,20,60,1,0,0,0,1,0,0,10,0,28
8.0,ALL,Ravindra Jadeja,IND,82304,3316.0,Feroz Shah Kotla,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,5
8.0,ALL,Ravindra Jadeja,IND,82981,3380.0,"Sabina Park, Kingston",7,22,1,31.818181818181817,0.0,0,0,0,0,0,0,0,2,0,0,0,3
8.0,ALL,Ravindra Jadeja,IND,83003,3380.0,"Sabina Park, Kingston",0,0,0,0.0,5.0,50,60,0,0,0,0,0,0,0,10,0,1
8.0,ALL,Ravindra Jadeja,IND,83024,3382.0,"Sabina Park, Kingston",27,63,0,42.85714285714285,0.0,0,0,0,0,0,0,0,4,1,0,0,27
8.0,ALL,Ravindra Jadeja,IND,83032,3382.0,"Sabina Park, Kingston",0,0,0,0.0,6.222222222222221,56,54,0,0,0,0,1,0,0,9,0,-1
8.0,ALL,Ravindra Jadeja,IND,83053,3383.0,"Queen's Park Oval, Port of Spain",2,5,1,40.0,0.0,0,0,0,0,0,0,0,0,0,0,0,2
8.0,ALL,Ravindra Jadeja,IND,83075,3383.0,"Queen's Park Oval, Port of Spain",0,0,0,0.0,6.285714285714287,44,42,2,0,0,0,0,0,0,7,0,49
8.0,ALL,Ravindra Jadeja,IND,83154,3387.0,"Queen's Park Oval, Port of Spain",0,0,0,0.0,3.290322580645161,17,31,2,0,0,0,1,0,0,5,0,53
8.0,ALL,Ravindra Jadeja,IND,83161,3387.0,"Queen's Park Oval, Port of Spain",0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,5
8.0,ALL,Ravindra Jadeja,IND,83179,3388.0,"Queen's Park Oval, Port of Spain",5,14,1,35.714285714285715,0.0,0,0,0,0,0,0,0,0,0,0,0,-1
8.0,ALL,Ravindra Jadeja,IND,83190,3388.0,"Queen's Park Oval, Port of Spain",0,0,0,0.0,2.875,23,48,4,0,0,0,1,0,0,8,0,115
8.0,ALL,Ravindra Jadeja,IND,84257,3395.0,Harare Sports Club,0,0,0,0.0,3.3000000000000003,33,60,0,0,0,0,0,0,0,10,0,3
8.0,ALL,Ravindra Jadeja,IND,84279,3397.0,Harare Sports Club,11,23,1,47.82608695652174,0.0,0,0,0,0,0,0,0,1,0,0,0,6
8.0,ALL,Ravindra Jadeja,IND,84304,3397.0,Harare Sports Club,0,0,0,0.0,2.903225806451613,30,62,1,0,0,0,2,0,0,10,0,28
8.0,ALL,Ravindra Jadeja,IND,84338,3399.0,Harare Sports Club,0,0,0,0.0,3.7142857142857135,39,63,1,0,0,0,3,0,0,10,0,28
8.0,ALL,Ravindra Jadeja,IND,84349,3399.0,Harare Sports Club,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,5
8.0,ALL,Ravindra Jadeja,IND,84369,3402.0,Queens Sports Club,0,0,0,0.0,3.2222222222222223,29,54,2,0,0,0,1,0,0,9,0,53
8.0,ALL,Ravindra Jadeja,IND,84379,3402.0,Queens Sports Club,0,0,0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,13
8.0,ALL,Ravindra Jadeja,IND,84396,3403.0,Queens Sports Club,20,80,0,25.0,0.0,0,0,0,0,0,0,0,4,2,0,0,22
8.0,ALL,Ravindra Jadeja,IND,84400,3403.0,Queens Sports Club,0,0,0,0.0,4.199999999999999,42,60,1,0,0,0,0,0,0,10,0,28
8.0,ALL,Ravindra Jadeja,IND,84709,3419.0,Maharashtra Cricket Association Stadium,7,18,1,38.88888888888889,0.0,0,0,0,0,0,0,0,1,0,0,0,2
8.0,ALL,Ravindra Jadeja,IND,84718,3419.0,Maharashtra Cricket Association Stadium,0,0,0,0.0,3.5,35,60,1,0,0,0,0,0,0,10,0,28
8.0,ALL,Ravindra Jadeja,IND,84729,3419.0,Maharashtra Cricket Association Stadium,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,5
8.0,ALL,Ravindra Jadeja,IND,84753,3420.0,Sawai Mansingh Stadium,0,0,0,0.0,7.199999999999999,72,60,0,0,0,0,0,0,0,10,0,-3
8.0,ALL,Ravindra Jadeja,IND,84773,3421.0,"Punjab Cricket Association Stadium, Mohali",2,4,1,50.0,0.0,0,0,0,0,0,0,0,0,0,0,0,2
8.0,ALL,Ravindra Jadeja,IND,84795,3421.0,"Punjab Cricket Association Stadium, Mohali",0,0,0,0.0,3.096774193548387,32,62,1,0,0,0,3,0,0,10,0,28
8.0,ALL,Ravindra Jadeja,IND,84807,3421.0,"Punjab Cricket Association Stadium, Mohali",0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,5
8.0,ALL,Ravindra Jadeja,IND,84824,3422.0,JSCA International Stadium Complex,0,0,0,0.0,5.6,56,60,1,0,0,0,0,0,0,10,0,26
8.0,ALL,Ravindra Jadeja,IND,84846,3424.0,"Vidarbha Cricket Association Stadium, Jamtha",0,0,0,0.0,6.476190476190476,68,63,2,0,0,0,3,0,0,10,0,49
8.0,ALL,Ravindra Jadeja,IND,84890,3428.0,M Chinnaswamy Stadium,0,0,0,0.0,7.299999999999999,73,60,3,0,0,0,0,0,0,10,0,76
8.0,ALL,Ravindra Jadeja,IND,84897,3428.0,M Chinnaswamy Stadium,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,5
8.0,ALL,Ravindra Jadeja,IND,86156,3442.0,New Wanderers Stadium,5,37,1,13.513513513513514,0.0,0,0,0,0,0,0,0,6,0,0,0,5
8.0,ALL,Ravindra Jadeja,IND,86165,3442.0,New Wanderers Stadium,0,0,0,0.0,7.25,58,48,0,0,0,0,0,0,0,8,0,-3
8.0,ALL,Ravindra Jadeja,IND,86174,3442.0,New Wanderers Stadium,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,5
8.0,ALL,Ravindra Jadeja,IND,86193,3443.0,Kingsmead,16,36,1,44.44444444444444,0.0,0,0,0,0,0,0,0,1,1,0,0,13
8.0,ALL,Ravindra Jadeja,IND,86204,3443.0,Kingsmead,0,0,0,0.0,4.819672131147541,49,61,1,0,0,0,1,0,0,10,0,28
8.0,ALL,Ravindra Jadeja,IND,86233,3444.0,SuperSport Park,0,0,0,0.0,5.333333333333333,32,36,0,0,0,0,0,0,0,6,0,1
8.0,ALL,Ravindra Jadeja,IND,90460,3602.0,Adelaide Oval,3,5,1,60.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3
8.0,ALL,Ravindra Jadeja,IND,90486,3602.0,Adelaide Oval,0,0,0,0.0,5.6,56,60,1,0,0,0,0,0,0,10,0,26
8.0,ALL,Ravindra Jadeja,IND,90492,3602.0,Adelaide Oval,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,5
8.0,ALL,Ravindra Jadeja,IND,90758,3610.0,Melbourne Cricket Ground,2,4,1,50.0,0.0,0,0,0,0,0,0,0,0,0,0,0,2
8.0,ALL,Ravindra Jadeja,IND,90781,3610.0,Melbourne Cricket Ground,0,0,0,0.0,4.352941176470588,37,51,2,0,0,0,1,0,0,8,0,53
8.0,ALL,Ravindra Jadeja,IND,91089,3618.0,Western Australia Cricket Association Ground,0,0,0,0.0,4.6000000000000005,23,30,2,0,0,0,0,0,0,5,0,53
8.0,ALL,Ravindra Jadeja,IND,91364,3625.0,Western Australia Cricket Association Ground,5,24,1,20.833333333333336,0.0,0,0,0,0,0,0,0,2,0,0,0,1
8.0,ALL,Ravindra Jadeja,IND,91370,3625.0,Western Australia Cricket Association Ground,0,0,0,0.0,3.1764705882352944,27,51,2,0,0,0,1,0,0,8,0,53
8.0,ALL,Ravindra Jadeja,IND,91616,3631.0,Seddon Park,0,0,0,0.0,6.428571428571429,45,42,1,0,0,0,0,0,0,7,0,24
8.0,ALL,Ravindra Jadeja,IND,91815,3636.0,Eden Park,0,0,0,0.0,7.1,71,60,0,0,0,0,0,0,0,10,0,-3
8.0,ALL,Ravindra Jadeja,IND,92008,3641.0,Melbourne Cricket Ground,7,10,0,70.0,0.0,0,0,0,0,0,0,0,4,0,0,0,11
8.0,ALL,Ravindra Jadeja,IND,92031,3641.0,Melbourne Cricket Ground,0,0,0,0.0,5.26530612244898,43,49,2,0,0,0,2,0,0,8,0,51
8.0,ALL,Ravindra Jadeja,IND,92036,3641.0,Melbourne Cricket Ground,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,5
8.0,ALL,Ravindra Jadeja,IND,92199,3645.0,Sydney Cricket Ground,8,17,1,47.05882352941176,0.0,0,0,0,0,0,0,0,2,0,0,0,4
8.0,ALL,Ravindra Jadeja,IND,92208,3645.0,Sydney Cricket Ground,0,0,0,0.0,5.6,56,60,0,0,0,0,0,0,0,10,0,1
8.0,ALL,Ravindra Jadeja,IND,95434,3456.0,McLean Park,0,3,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
8.0,ALL,Ravindra Jadeja,IND,95442,3456.0,McLean Park,0,0,0,0.0,6.777777777777777,61,54,1,0,0,0,0,0,0,9,0,24
8.0,ALL,Ravindra Jadeja,IND,95476,3458.0,Seddon Park,6,8,1,75.0,0.0,0,0,0,0,0,0,0,0,1,0,0,8
8.0,ALL,Ravindra Jadeja,IND,95484,3458.0,Seddon Park,0,0,0,0.0,5.75,46,48,1,0,0,0,0,0,0,8,0,26
8.0,ALL,Ravindra Jadeja,IND,95520,3462.0,Eden Park,22,50,0,44.0,0.0,0,0,0,0,0,0,0,5,4,0,0,29
8.0,ALL,Ravindra Jadeja,IND,95527,3462.0,Eden Park,0,0,0,0.0,4.6229508196721305,47,61,3,0,0,0,1,0,0,10,0,82
8.0,ALL,Ravindra Jadeja,IND,95538,3462.0,Eden Park,0,0,0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,13
8.0,ALL,Ravindra Jadeja,IND,95554,3465.0,Seddon Park,18,57,0,31.57894736842105,0.0,0,0,0,0,0,0,0,8,2,0,0,24
8.0,ALL,Ravindra Jadeja,IND,95569,3465.0,Seddon Park,0,0,0,0.0,3.3000000000000003,33,60,1,0,0,0,0,0,0,10,0,28
8.0,ALL,Ravindra Jadeja,IND,95577,3465.0,Seddon Park,0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,5
8.0,ALL,Ravindra Jadeja,IND,95592,3467.0,Westpac Stadium,1,6,1,16.666666666666664,0.0,0,0,0,0,0,0,0,1,0,0,0,2
8.0,ALL,Ravindra Jadeja,IND,95600,3467.0,Westpac Stadium,0,0,0,0.0,6.111111111111112,55,54,0,0,0,0,1,0,0,9,0,-1
8.0,ALL,Ravindra Jadeja,IND,95625,3517.0,Sophia Gardens,9,11,0,81.81818181818183,0.0,0,0,0,0,0,0,0,0,0,0,0,9
8.0,ALL,Ravindra Jadeja,IND,95648,3517.0,Sophia Gardens,0,0,0,0.0,4.142857142857142,29,42,4,0,0,0,1,0,0,7,0,115
8.0,ALL,Ravindra Jadeja,IND,95659,3517.0,Sophia Gardens,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,5
8.0,ALL,Ravindra Jadeja,IND,95675,3520.0,Trent Bridge,8,9,0,88.88888888888889,0.0,0,0,0,0,0,0,0,1,0,0,0,9
8.0,ALL,Ravindra Jadeja,IND,95682,3520.0,Trent Bridge,0,0,0,0.0,3.9,39,60,1,0,0,0,1,0,0,10,0,28
8.0,ALL,Ravindra Jadeja,IND,95715,3523.0,Edgbaston,0,0,0,0.0,4.131147540983607,42,61,2,0,0,0,3,0,0,10,0,53
8.0,ALL,Ravindra Jadeja,IND,95741,3525.0,Headingley,39,70,1,55.71428571428572,0.0,0,0,0,0,0,0,0,9,2,0,0,48
8.0,ALL,Ravindra Jadeja,IND,95751,3525.0,Headingley,0,0,0,0.0,7.333333333333334,66,54,1,0,0,0,0,0,0,9,0,22
8.0,ALL,Ravindra Jadeja,IND,96249,3436.0,Nehru Stadium,0,0,0,0.0,3.7,37,60,3,0,0,0,0,0,0,10,0,82
8.0,ALL,Ravindra Jadeja,IND,96273,3437.0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,10,20,1,50.0,0.0,0,0,0,0,0,0,0,0,0,0,0,6
8.0,ALL,Ravindra Jadeja,IND,96298,3437.0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,0,0,0.0,4.6000000000000005,46,60,1,0,0,0,2,0,0,10,0,28
8.0,ALL,Ravindra Jadeja,IND,96320,3439.0,Green Park,2,11,0,18.181818181818183,0.0,0,0,0,0,0,0,0,0,0,0,0,-4
8.0,ALL,Ravindra Jadeja,IND,96326,3439.0,Green Park,0,0,0,0.0,4.9,49,60,1,0,0,0,0,0,0,10,0,28
8.0,ALL,Ravindra Jadeja,IND,96901,3474.0,Khan Shaheb Osman Ali Stadium,0,0,0,0.0,3.8,38,60,0,0,0,0,1,0,0,10,0,3
8.0,ALL,Ravindra Jadeja,IND,96923,3476.0,Khan Shaheb Osman Ali Stadium,16,29,0,55.172413793103445,0.0,0,0,0,0,0,0,0,0,1,0,0,14
8.0,ALL,Ravindra Jadeja,IND,96948,3476.0,Khan Shaheb Osman Ali Stadium,0,0,0,0.0,3.1475409836065573,32,61,3,0,0,0,3,0,0,10,0,82
8.0,ALL,Ravindra Jadeja,IND,96964,3479.0,Shere Bangla National Stadium,24,49,0,48.97959183673469,0.0,0,0,0,0,0,0,0,4,2,0,0,26
8.0,ALL,Ravindra Jadeja,IND,96988,3479.0,Shere Bangla National Stadium,0,0,0,0.0,6.1,61,60,0,0,0,0,0,0,0,10,0,-1
8.0,ALL,Ravindra Jadeja,IND,96996,3479.0,Shere Bangla National Stadium,0,0,0,0.0,0.0,0,0,0,2,0,1,0,0,0,0,0,21
8.0,ALL,Ravindra Jadeja,IND,100113,3595.0,Western Australia Cricket Association Ground,5,9,1,55.55555555555556,0.0,0,0,0,0,0,0,0,0,0,0,0,5
8.0,ALL,Ravindra Jadeja,IND,100135,3595.0,Western Australia Cricket Association Ground,0,0,0,0.0,6.200000000000001,62,60,0,0,0,0,1,0,0,10,0,-1
8.0,ALL,Ravindra Jadeja,IND,100143,3595.0,Western Australia Cricket Association Ground,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,5
8.0,ALL,Ravindra Jadeja,IND,100743,3531.0,Nehru Stadium,19,36,0,52.77777777777778,0.0,0,0,0,0,0,0,0,2,1,0,0,19
8.0,ALL,Ravindra Jadeja,IND,100751,3531.0,Nehru Stadium,0,0,0,0.0,5.806451612903226,60,62,1,0,0,0,12,0,0,10,0,26
8.0,ALL,Ravindra Jadeja,IND,100762,3531.0,Nehru Stadium,0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,5
8.0,ALL,Ravindra Jadeja,IND,100776,3533.0,Feroz Shah Kotla,6,16,1,37.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0
8.0,ALL,Ravindra Jadeja,IND,100801,3533.0,Feroz Shah Kotla,0,0,0,0.0,4.800000000000001,44,55,3,0,0,0,1,0,0,9,0,82
8.0,ALL,Ravindra Jadeja,IND,100818,3535.0,Himachal Pradesh Cricket Association Stadium,2,2,1,100.0,0.0,0,0,0,0,0,0,0,0,0,0,0,2
8.0,ALL,Ravindra Jadeja,IND,100843,3535.0,Himachal Pradesh Cricket Association Stadium,0,0,0,0.0,8.836363636363636,81,55,2,0,0,0,2,0,0,9,0,47
8.0,ALL,Ravindra Jadeja,IND,100909,3540.0,"Sardar Patel Stadium, Motera",1,1,0,100.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
8.0,ALL,Ravindra Jadeja,IND,100914,3540.0,"Sardar Patel Stadium, Motera",0,0,0,0.0,6.295081967213115,64,61,2,0,0,0,1,0,0,10,0,49
8.0,ALL,Ravindra Jadeja,IND,100925,3540.0,"Sardar Patel Stadium, Motera",0,0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,5
8.0,ALL,Ravindra Jadeja,IND,102132,3658.0,Shere Bangla National Stadium,24,42,1,57.14285714285714,0.0,0,0,0,0,0,0,0,2,0,0,0,22
8.0,ALL,Ravindra Jadeja,IND,102142,3658.0,Shere Bangla National Stadium,0,0,0,0.0,5.877551020408163,48,49,1,0,0,0,1,0,0,8,0,26
8.0,ALL,Ravindra Jadeja,IND,102152,3658.0,Shere Bangla National Stadium,0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,0,0,0,13
8.0,ALL,Ravindra Jadeja,IND,102165,3660.0,Shere Bangla National Stadium,15,27,1,55.55555555555556,0.0,0,0,0,0,0,0,0,1,0,0,0,12
8.0,ALL,Ravindra Jadeja,IND,102185,3660.0,Shere Bangla National Stadium,0,0,0,0.0,3.906976744186047,28,43,1,0,0,0,1,0,0,7,0,28
8.0,ALL,Ravindra Jadeja,IND,102555,3723.0,Western Australia Cricket Association Ground,6,5,0,120.0,0.0,0,0,0,0,0,0,0,1,0,0,0,7
8.0,ALL,Ravindra Jadeja,IND,102573,3723.0,Western Australia Cricket Association Ground,0,0,0,0.0,6.763636363636364,62,55,0,0,0,0,2,0,0,9,0,-1
8.0,ALL,Ravindra Jadeja,IND,102588,3724.0,"Brisbane Cricket Ground, Woolloongabba",5,5,1,100.0,0.0,0,0,0,0,0,0,0,0,0,0,0,5
